datetime,stock_code,exchange_code,open,high,low,close,volume
2024-01-03 13:55:00,NIFTY,NSE,21572.35,21574.55,21561.0,21566.55,0
2024-01-03 14:00:00,NIFTY,NSE,21567.5,21578.5,21567.3,21578.1,0
2024-01-03 14:05:00,NIFTY,NSE,21579.0,21584.4,21576.3,21581.5,0
2024-01-03 14:10:00,NIFTY,NSE,21582.35,21582.65,21571.5,21572.05,0
2024-01-03 14:15:00,NIFTY,NSE,21571.85,21572.15,21554.5,21557.2,0
2024-01-03 14:20:00,NIFTY,NSE,21556.85,21567.05,21549.25,21560.85,0
2024-01-03 14:25:00,NIFTY,NSE,21560.05,21563.05,21550.85,21555.05,0
2024-01-03 14:30:00,NIFTY,NSE,21555.4,21560.4,21547.55,21548.5,0
2024-01-03 14:35:00,NIFTY,NSE,21549.4,21549.4,21531.75,21535.6,0
2024-01-03 14:40:00,NIFTY,NSE,21537.55,21550.15,21530.45,21542.95,0
2024-01-03 14:45:00,NIFTY,NSE,21542.9,21553.2,21539.1,21541.9,0
2024-01-03 14:50:00,NIFTY,NSE,21543.2,21567.15,21540.7,21566.15,0
2024-01-03 14:55:00,NIFTY,NSE,21565.8,21567.25,21555.25,21559.5,0
2024-01-03 15:00:00,NIFTY,NSE,21561.9,21564.05,21528.55,21531.4,0
